Title,Original_Price,Offer_Price,Stars_out_of_5,Ratings,Flipkart_Assured,Specification
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹6,370",4.1,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"REDMI A2 (Aqua Blue, 32 GB)","₹8,999","₹5,690",4.2,"7,724 Ratings & 440 Reviews",Yes,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹35,999","₹33,999",4.2,"3,250 Ratings & 441 Reviews",Yes,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy M04 (Light Green, 64 GB)","₹11,999","₹8,999",4.1,"10,420 Ratings & 604 Reviews",No,4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio P35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"POCO M4 5G (Power Black, 128 GB)","₹18,999","₹14,999",4.2,"54,414 Ratings & 3,786 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 700 Processor1 Year Warranty for Handset and 6 Months for Accessories
"Tecno Pova 5 45W Ultra Fast Charging 6000mAh Big Battery 3D Textured Design 6.78 FHD (Hurricane Blue, ...","₹14,999","₹11,998",4.3,446 Ratings & 36 Reviews,Yes,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery12 month warranty
"vivo Y27 (Sea Blue, 128 GB)","₹18,999","₹11,626",4.2,"1,271 Ratings & 69 Reviews",Yes,6 GB RAM | 128 GB ROM16.87 cm (6.64 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 Plus (Yellow, 128 GB)","₹89,900","₹82,999",4.6,"3,362 Ratings & 353 Reviews",Yes,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Apple iPhone 15 (Black, 256 GB)","₹89,900","₹82,999",4.6,"16,874 Ratings & 1,160 Reviews",Yes,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"itel P55 (Aurora Blue, 128 GB)","₹8,899","₹7,995",N/A,N/A,Yes,12 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset and 6 Month for Accessories.
"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)","₹10,499","₹6,716",4.1,"4,637 Ratings & 330 Reviews",Yes,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year of Device & 6 Months for In-Box Accessories
"vivo Y16 (Steller Black, 64 GB)","₹15,975","₹9,955",4.3,"6,938 Ratings & 378 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"Nokia G42 5G (So Grey, 256 GB)","₹17,999","₹16,864",4.1,191 Ratings & 33 Reviews,Yes,8 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 Year warranty
"Tecno Spark Go 2023 (Nebula Purple, 64 GB)","₹9,999","₹6,449",4.1,331 Ratings & 18 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.66 cm (6.56 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediaTek Helio A22 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"Apple iPhone 15 (Green, 256 GB)","₹89,900","₹82,999",4.6,"16,874 Ratings & 1,160 Reviews",Yes,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"REDMI 12 5G (Pastel Blue, 128 GB)","₹15,999","₹13,500",4.3,"6,337 Ratings & 380 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 13 (Pink, 128 GB)","₹59,900","₹52,999",4.7,"2,78,146 Ratings & 13,547 Reviews",Yes,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"REDMI 12C (Royal Blue, 64 GB)","₹14,999","₹8,499",4.2,"24,250 Ratings & 1,376 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y16 (Drizzling Gold, 64 GB)","₹15,999","₹9,618",4.3,"6,938 Ratings & 378 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"OPPO Reno11 5G (Wave Green, 256 GB)","₹40,999","₹31,999",4.3,"4,459 Ratings & 635 Reviews",No,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy M34 5G without charger (Prism Silver, 128 GB)","₹25,999","₹17,898",4.2,430 Ratings & 38 Reviews,No,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"POCO F4 5G (Night Black, 256 GB)","₹39,999","₹21,999",4.3,"5,457 Ratings & 711 Reviews",No,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP | 20MP Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 870 Processor2 Years Brand Warranty
"OnePlus 10R (Sierra Black, 128 GB)","₹38,999","₹29,750",4.3,"6,666 Ratings & 414 Reviews",Yes,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"IQOO Z6 Lite 5G (Stellar Green, 128 GB)","₹18,999","₹13,275",4.3,"1,056 Ratings & 50 Reviews",Yes,6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"OPPO Reno11 5G (Rock Grey, 128 GB)","₹38,999","₹29,999",4.3,"4,459 Ratings & 635 Reviews",No,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹6,716",4.1,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"OPPO Reno11 5G (Wave Green, 128 GB)","₹38,999","₹29,999",4.3,"4,459 Ratings & 635 Reviews",No,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)","₹35,999","₹33,999",4.2,"3,250 Ratings & 441 Reviews",Yes,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 (Yellow, 128 GB)","₹79,900","₹72,999",4.6,"16,874 Ratings & 1,160 Reviews",Yes,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"OPPO Reno11 5G (Rock Grey, 256 GB)","₹40,999","₹31,999",4.3,"4,459 Ratings & 635 Reviews",No,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI 13C (Stardust Black, 128 GB)","₹11,999","₹8,989",4.3,"1,958 Ratings & 134 Reviews",Yes,4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"Apple iPhone 12 (Green, 128 GB)","₹54,900","₹50,999",4.6,"2,08,285 Ratings & 13,818 Reviews",Yes,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Infinix Smart 7 HD (Jade White, 64 GB)","₹7,999","₹6,199",4.2,"34,803 Ratings & 1,643 Reviews",No,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display8MP + AI Lens | 5MP Front Camera5000 mAh BatterySpreadtrum SC9863A1 Processor1 Year on Handset and 6 Months on Accessories
"Apple iPhone 14 Plus (Purple, 128 GB)","₹79,900","₹67,999",4.6,"62,604 Ratings & 3,715 Reviews",Yes,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"OPPO A59 5G (Starry Black, 128 GB)","₹17,999","₹13,999",4.2,328 Ratings & 20 Reviews,No,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 14 (Purple, 256 GB)","₹79,900","₹68,999",4.6,"2,80,548 Ratings & 11,052 Reviews",Yes,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"SAMSUNG Galaxy A34 5G (Awesome Violet, 128 GB)","₹35,499","₹24,499",4.2,"5,895 Ratings & 498 Reviews",Yes,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories"
"vivo Y16 (Drizzling Gold, 32 GB)","₹13,999","₹9,850",4.2,"3,105 Ratings & 158 Reviews",Yes,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"vivo Y16 (Drizzling Gold, 64 GB)","₹14,999","₹9,930",4.2,"3,105 Ratings & 158 Reviews",Yes,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"vivo V29e 5G (Artistic Blue, 128 GB)","₹31,999","₹25,999",4.4,"17,354 Ratings & 1,611 Reviews",Yes,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP | 50MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)","₹89,999","₹64,999",4.6,"4,140 Ratings & 554 Reviews",Yes,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme Narzo N53 (Feather Gold, 128 GB)","₹12,999","₹9,949",4.2,"4,582 Ratings & 234 Reviews",Yes,6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year on Handset and 6 Months on Accessories
"REDMI 12 5G (Jade Black, 128 GB)","₹15,999","₹13,500",4.3,"6,337 Ratings & 380 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Honor X9b (Midnight Black, 256 GB)","₹30,999","₹24,770",4.5,8 Ratings & 0 Reviews,Yes,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 5MP + 2MP | 16MP Front Camera5800 mAh BatteryQualcomm Snapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB (Mint Green, 64 GB)","₹12,999","₹9,736",4.2,683 Ratings & 51 Reviews,Yes,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 6080 Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG GALAXY M13 (Midnight Blue, 64 GB)","₹13,999","₹9,690",4.2,"5,164 Ratings & 292 Reviews",No,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery12 MONTHS
"OPPO A58 (Glowing Black, 128 GB)","₹15,499","₹12,999",4.3,"1,418 Ratings & 91 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V29e 5G (Artistic Red, 256 GB)","₹33,999","₹27,999",4.4,"17,354 Ratings & 1,611 Reviews",Yes,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP | 50MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 14 (Yellow, 128 GB)","₹69,900","₹59,999",4.6,"2,80,548 Ratings & 11,052 Reviews",Yes,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"vivo Y200 5G (Jungle Green, 256 GB)","₹28,999","₹23,999",4.4,"1,744 Ratings & 140 Reviews",Yes,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4800 mAh Battery4 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹72,999",4.6,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"POCO M4 5G (Yellow, 128 GB)","₹18,999","₹14,999",4.2,"54,414 Ratings & 3,786 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 700 Processor1 Year Warranty for Handset and 6 Months for Accessories
"OPPO A18 (Glowing Blue, 128 GB)","₹15,999","₹10,499",4.3,"1,064 Ratings & 59 Reviews",Yes,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A18 (Glowing Black, 64 GB)","₹14,999","₹9,999",4.3,"1,064 Ratings & 59 Reviews",Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nokia C32 (Beach Pink, 64 GB)","₹10,499","₹7,499",3.8,903 Ratings & 83 Reviews,Yes,4 GB RAM | 64 GB ROM16.55 cm (6.517 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatterySC9863A1 Processor1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"Honor 90 5G (Emerald Green, 512 GB)","₹49,999","₹27,790",4.1,734 Ratings & 99 Reviews,Yes,12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display200MP Rear Camera5000 mAh Battery1 year manufacturer warranty for handset & 6 months for accessories
"OnePlus 12 (Silky Black, 512 GB)","₹69,999","₹68,475",4.8,82 Ratings & 14 Reviews,Yes,16 GB RAM | 512 GB ROM17.32 cm (6.82 inch) Display64MP Rear Camera5400 mAh Battery1 Year Brand Warranty
"vivo Y16 (Drizzling Gold, 128 GB)","₹16,999","₹9,999",4.3,"6,938 Ratings & 378 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"Honor X9b (Sunrise Orange, 256 GB)","₹30,999","₹27,999",4.5,8 Ratings & 0 Reviews,Yes,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 5MP + 2MP | 16MP Front Camera5800 mAh BatteryQualcomm Snapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo Y16 (Steller Black, 128 GB)",N/A,"₹16,999",4.3,"6,938 Ratings & 378 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"OPPO A17k (Blue, 64 GB)","₹12,999","₹8,499",4.5,"15,141 Ratings & 354 Reviews",Yes,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio P35 Processor1 Year on Handset and 6 Months on Accessories
"OPPO A18 (Glowing Blue, 64 GB)","₹14,999","₹9,999",4.3,"1,064 Ratings & 59 Reviews",Yes,4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A18 (Glowing Black, 128 GB)","₹15,999","₹10,499",4.3,"1,064 Ratings & 59 Reviews",Yes,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) HD+ Display8MP + 2MP | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"IQOO Neo 7 pro (Fearless Flame, 256 GB)","₹42,999","₹35,153",4.3,282 Ratings & 32 Reviews,Yes,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"Mi 11 Lite (Jazz Blue, 128 GB)","₹24,999","₹13,808",4.2,"13,187 Ratings & 1,427 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"POCO M3 (Power Black, 128 GB)",N/A,"₹14,999",4.3,"4,87,533 Ratings & 34,834 Reviews",Yes,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 662 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories"
"Nokia G42 5G (So Pink, 256 GB)","₹17,999","₹16,772",4.1,191 Ratings & 33 Reviews,Yes,8 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Display50MP Rear Camera5000 mAh Battery1 Year warranty
"Apple iPhone 15 Plus (Green, 128 GB)","₹89,900","₹82,999",4.6,"3,362 Ratings & 353 Reviews",Yes,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"itel P55 5G |50MP Dual Rear Camera|5000mAh Battery|Expandable Upto 1 TB (Mint Green, 64 GB)","₹12,999","₹9,736",4.2,683 Ratings & 51 Reviews,Yes,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 6080 Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nokia C32 (Charcoal, 64 GB)","₹11,999","₹7,499",3.8,903 Ratings & 83 Reviews,Yes,4 GB RAM | 64 GB ROM16.55 cm (6.517 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatterySC9863A1 Processor1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"REDMI 12C (Mint Green, 128 GB)","₹15,999","₹9,379",4.1,"4,447 Ratings & 225 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"XOLO ERA 1X Pro (Black, 16 GB)",N/A,"₹6,888",3.8,"4,508 Ratings & 794 Reviews",Yes,2 GB RAM | 16 GB ROM12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2500 mAh Lithium Polymer BatterySpreadtrum Processor1 Year Warranty
"SAMSUNG Galaxy F41 (Fusion Blue, 64 GB)","₹19,999","₹15,999",4.3,"3,95,120 Ratings & 42,049 Reviews",Yes,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display64MP + 8MP + 5MP | 32MP Front Camera6000 mAh Lithium-ion BatteryExynos 9611 ProcessorSuper AMOLED Display1 Year Warranty Provided by the Manufacturer from Date of Purchase
"IQOO neo 7 pro (Fearless Flame, 128 GB)","₹39,999","₹32,470",4.5,389 Ratings & 44 Reviews,Yes,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5000 mAh Battery1 year
"Motorola g13 (Matte Charcoal, 128 GB)","₹13,999","₹8,999",4,"55,659 Ratings & 4,970 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year on Handset and 6 Months on Accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹14,999",4.2,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"Nokia C32 (Breezy Mint, 128 GB)","₹10,999","₹7,470",3.8,903 Ratings & 83 Reviews,No,4 GB RAM | 128 GB ROM16.55 cm (6.517 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatterySC9863A1 Processor1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"vivo Y16 (Steller Black, 128 GB)",N/A,"₹16,999",4.3,"6,938 Ratings & 378 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium BatteryMediatek Helio P35 Processor1 Year of Device & 6 Months for In-Box Accessories
"Nokia C32 (Charcoal, 128 GB)","₹10,999","₹7,470",3.8,903 Ratings & 83 Reviews,No,4 GB RAM | 128 GB ROM16.55 cm (6.517 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatterySC9863A1 Processor1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
