Title,Original_Price,Offer_Price,Stars_out_of_5,Ratings,Flipkart_Assured,Specification
"Infinix Note 30 5G (Sunset Gold, 256 GB)","₹19,999","₹14,999",4.2,"85,232 Ratings & 9,314 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories
"Infinix Note 30 5G (Magic Black, 256 GB)","₹19,999","₹14,999",4.2,"85,232 Ratings & 9,314 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories
"Infinix Note 30 5G (Interstellar Blue, 256 GB)","₹19,999","₹14,999",4.2,"85,232 Ratings & 9,314 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories
"MOTOROLA g24 Power (Ink blue, 128 GB)","₹12,999","₹8,999",4.2,994 Ratings & 105 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year on Handset and 6 Months on Accessories
"MOTOROLA G04 (Sea Green, 64 GB)","₹9,999","₹6,999",4.2,590 Ratings & 76 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"POCO M6 5G (Galactic Black, 128 GB)","₹12,999","₹9,999",4.3,"10,560 Ratings & 750 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Motorola g54 5G (Pearl Blue, 128 GB)","₹17,999","₹13,999",4.2,"70,860 Ratings & 7,056 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories
"Motorola Edge 40 Neo (Soothing Sea, 128 GB)","₹27,999","₹22,999",4.3,"32,129 Ratings & 4,091 Reviews",Yes,8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories
"realme C51 (Mint Green, 64 GB)","₹10,999","₹8,499",4.3,"71,800 Ratings & 3,178 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display50MP + 0.08MP | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C51 (Carbon Black, 64 GB)","₹10,999","₹8,499",4.3,"71,800 Ratings & 3,178 Reviews",Yes,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display50MP + 0.08MP | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C51 (Carbon Black, 128 GB)","₹11,999","₹8,999",4.3,"71,800 Ratings & 3,178 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display50MP + 0.08MP | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo T2 5G (Velocity Wave, 128 GB)","₹24,999","₹17,999",4.3,"17,135 Ratings & 1,213 Reviews",Yes,8 GB RAM | 128 GB ROM16.21 cm (6.38 inch) Full HD+ Display64 MP (OIS) + 2MP | 16MP Front Camera4500 mAh BatterySnapdragon 695 Processor1 Year of Device & 6 Months for Inbox Accessories
"realme 11x 5G (Purple Dawn, 128 GB)","₹18,999","₹13,999",4.3,"15,012 Ratings & 991 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C65 (Pastel Blue, 128 GB)","₹10,999","₹7,499",4.2,"8,148 Ratings & 630 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹12,999","₹8,999",4.2,994 Ratings & 105 Reviews,No,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year on Handset and 6 Months on Accessories
"Motorola g84 5G (Midnight Blue, 256 GB)","₹22,999","₹17,999",4.2,"33,047 Ratings & 3,449 Reviews",Yes,12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year on Handset and 6 Months on Accessories
"Motorola Edge 40 Neo (Caneel Bay, 256 GB)","₹29,999","₹24,999",4.3,"37,801 Ratings & 5,036 Reviews",Yes,12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories
"MOTOROLA G04 (Satin Blue, 64 GB)","₹9,999","₹6,999",4.2,590 Ratings & 76 Reviews,Yes,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"Motorola e13 (Little Boy Blue, 128 GB)","₹10,999","₹7,499",4.1,"29,497 Ratings & 1,817 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"POCO C65 (Pastel Green, 128 GB)","₹10,999","₹7,499",4.2,"8,148 Ratings & 630 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"POCO C65 (Matte Black, 128 GB)","₹11,999","₹8,299",4.2,"2,452 Ratings & 191 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"POCO M6 Pro 5G (Power Black, 128 GB)","₹16,999","₹11,999",4.3,"72,667 Ratings & 4,932 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹13,999",4.3,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"REDMI 13C (Starfrost White, 128 GB)","₹11,999","₹7,999",4.3,"1,958 Ratings & 134 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C65 (Matte Black, 128 GB)","₹10,999","₹7,499",4.2,"8,148 Ratings & 630 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"POCO C65 (Pastel Blue, 256 GB)","₹13,499","₹8,999",4.2,"1,281 Ratings & 105 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"OnePlus Nord CE 3 Lite 5G (Pastel lime, 256 GB)","₹21,999","₹19,599",4.4,"58,750 Ratings & 4,140 Reviews",Yes,"8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh Battery1 Year for  handset ,6 months fro accessories"
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹16,999","₹11,999",4.3,"72,667 Ratings & 4,932 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","₹21,999","₹19,879",4.4,"58,750 Ratings & 4,140 Reviews",Yes,"8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh Battery1 Year for  handset ,6 months fro accessories"
"MOTOROLA G04 (Concord Black, 128 GB)","₹10,999","₹7,999",4.1,403 Ratings & 72 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"Motorola G32 (Satin Silver, 128 GB)","₹18,999","₹9,999",4.1,"1,13,007 Ratings & 9,470 Reviews",Yes,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
"Motorola G32 (Satin Maroon, 128 GB)","₹18,999","₹9,999",4.1,"1,13,007 Ratings & 9,470 Reviews",Yes,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
"REDMI 12 5G (Jade Black, 256 GB)","₹19,999","₹14,999",4.2,"11,126 Ratings & 869 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 12 5G (Pastel Blue, 256 GB)","₹19,999","₹14,999",4.2,"11,126 Ratings & 869 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)","₹9,999","₹4,999",4,"1,90,137 Ratings & 10,661 Reviews",No,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"MOTOROLA g24 Power (Glacier Blue, 128 GB)","₹11,999","₹7,999",4.2,941 Ratings & 126 Reviews,Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryHelio G85 Processor1 Year on Handset and 6 Months on Accessories
"POCO M6 5G (Galactic Black, 256 GB)","₹15,999","₹12,499",4.2,"2,053 Ratings & 161 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹15,999","₹10,999",4.3,"58,521 Ratings & 4,009 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C65 (Matte Black, 256 GB)","₹13,499","₹8,999",4.2,"1,281 Ratings & 105 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Motorola g54 5G (Pearl Blue, 256 GB)","₹21,999","₹15,999",4.2,"63,653 Ratings & 6,009 Reviews",Yes,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","₹21,999","₹19,950",4.4,"58,750 Ratings & 4,140 Reviews",Yes,8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories
"realme 11 5G (Glory Gold, 128 GB)","₹20,999","₹15,999",4.3,"58,849 Ratings & 4,688 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO M6 5G (Orion Blue, 256 GB)","₹15,999","₹12,499",4.2,"2,053 Ratings & 161 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Motorola Edge 40 Neo (Peach Fuzz, 128 GB)","₹27,999","₹22,999",4.3,"32,129 Ratings & 4,091 Reviews",Yes,8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh BatteryDimensity 7030 Processor1 Year on Handset and 6 Months on Accessories
"MOTOROLA G04 (Sunrise Orange, 128 GB)","₹10,999","₹7,999",4.1,403 Ratings & 72 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹19,999","₹18,498",4.4,"58,750 Ratings & 4,140 Reviews",Yes,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories
"Motorola e13 (Cosmic Black, 128 GB)","₹10,999","₹7,499",4.1,"29,497 Ratings & 1,817 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,"₹7,499",4.1,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
N/A,N/A,N/A,N/A,N/A,No,N/A
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹15,999","₹10,999",4.3,"58,521 Ratings & 4,009 Reviews",Yes,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹19,999","₹18,498",4.4,"58,750 Ratings & 4,140 Reviews",Yes,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories
"MOTOROLA G04 (Sea Green, 128 GB)","₹10,999","₹7,999",4.1,403 Ratings & 72 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"REDMI 12 5G (Pastel Blue, 128 GB)","₹17,999","₹13,499",4.3,"21,810 Ratings & 1,440 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme 11 5G (Glory Black, 128 GB)","₹20,999","₹15,999",4.3,"58,849 Ratings & 4,688 Reviews",Yes,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Motorola G32 (Satin Maroon, 128 GB)","₹18,999","₹9,999",4.1,"1,13,007 Ratings & 9,470 Reviews",Yes,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
"POCO M6 5G (Polaris Green, 256 GB)","₹15,999","₹12,499",4.2,"2,053 Ratings & 161 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 12 (Pastel Blue, 128 GB)","₹15,999","₹10,499",4.2,"40,453 Ratings & 2,863 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"MOTOROLA G04 (Satin Blue, 128 GB)","₹10,999","₹7,999",4.1,403 Ratings & 72 Reviews,Yes,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"REDMI 12 (Moonstone Silver, 128 GB)","₹15,999","₹10,499",4.2,"40,453 Ratings & 2,863 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"realme C53 (Champion Black, 64 GB)","₹12,999","₹8,999",4.4,"1,06,565 Ratings & 4,900 Reviews",Yes,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C65 (Pastel Blue, 128 GB)","₹11,999","₹8,299",4.2,"2,452 Ratings & 191 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"vivo T2 Pro 5G (New Moon Black, 128 GB)","₹26,999","₹23,999",4.5,"74,022 Ratings & 6,591 Reviews",Yes,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 2MP | 16MP Front Camera4600 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO M6 5G (Polaris Green, 128 GB)","₹13,999","₹10,999",4.3,"7,944 Ratings & 500 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 12 5G (Moonstone Silver, 256 GB)","₹19,999","₹14,999",4.2,"11,126 Ratings & 869 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 12 5G (Moonstone Silver, 128 GB)","₹17,999","₹13,499",4.3,"21,810 Ratings & 1,440 Reviews",Yes,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹18,990","₹12,461",4.2,"16,801 Ratings & 1,156 Reviews",Yes,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹17,990","₹12,295",4.2,"4,086 Ratings & 251 Reviews",Yes,4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories
"SAMSUNG Galaxy M14 5G (Smoky Teal, 128 GB)","₹17,990","₹11,057",4.2,"4,086 Ratings & 251 Reviews",Yes,4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories
"POCO M5 (Power Black, 64 GB)","₹15,999","₹6,999",4.1,"38,882 Ratings & 3,292 Reviews",No,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G99 Processor1 Year for Handset, 6 Months for Accessories"
"Infinix HOT 40i (Horizon Gold, 256 GB)","₹10,999","₹9,499",4.1,"1,098 Ratings & 136 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"Infinix HOT 40i (Palm Blue, 256 GB)","₹10,999","₹9,499",4.1,"1,098 Ratings & 136 Reviews",Yes,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
